turno,operador_id,maquina_id,producto_id,cantidad_producida,unidades_defectuosas,eficiencia_porcentual
1,13,2,6,107,2,82.44652296024097
1,16,6,7,90,1,79.46072832649762
2,9,5,6,104,1,91.01518589539344
2,2,2,11,101,3,80.28147137256423
1,5,10,3,111,3,77.66554598841358
2,17,4,5,101,1,86.2575522067359
1,4,7,8,107,3,80.0534717966902
2,17,1,6,114,2,86.41633456150599
2,9,9,2,114,2,86.93287637134146
2,20,10,15,80,4,87.84436480961813
1,2,1,7,118,3,82.95466556291663
2,18,5,8,105,1,84.30241885955385
1,11,7,4,125,3,81.5106116342139
1,13,8,12,108,0,88.84556334982697
2,8,2,1,100,1,82.72885603815014
2,1,4,2,92,3,77.00436692758244
1,17,2,4,112,1,82.93945990219152
1,12,4,7,107,1,85.48044158953518
3,4,6,2,84,1,82.40006884017285
1,13,6,6,102,2,81.90611897109927
3,9,2,2,96,2,87.28193315099865
3,7,4,12,95,1,88.24251400481451
3,5,4,7,89,0,77.01826134425598
2,5,1,2,108,5,91.1364837232328
2,17,2,3,114,2,81.85078758983491
1,9,3,9,107,1,85.37087763931586
3,6,5,13,93,0,87.02576682565986
2,19,8,15,90,3,88.86258877545379
2,16,6,4,102,4,81.07545827255194
2,2,3,14,102,4,85.30562776818397
2,10,6,5,92,1,82.08518099695581
2,16,7,9,103,4,82.66491940617513
3,5,6,7,92,2,86.45907679862394
3,15,10,8,94,0,80.41547703847785
3,13,6,15,83,2,87.77860143306626
3,13,1,11,87,4,82.76032115404615
1,13,3,3,105,1,84.5750729466131
3,15,7,11,93,3,84.56365885142534
2,14,4,11,97,1,81.28968551137797
3,8,4,4,97,2,85.95568922408246
1,11,7,7,83,1,97.98169741002825
2,18,9,4,102,3,92.25786783176903
3,4,2,2,111,2,81.71772134370407
3,10,9,14,102,2,73.50937332507478
3,1,3,10,94,2,75.09681272577068
2,5,6,6,111,2,74.4763277826379
2,13,4,9,107,0,81.24782559837216
1,1,1,2,95,4,84.97
2,8,9,1,90,4,81.12583925946193
2,3,6,8,90,2,73.49342311750503
3,3,8,1,118,0,83.41925590785957
2,7,2,1,115,1,90.02317474230514
3,4,7,3,109,4,92.90686558721472
3,3,6,5,96,4,87.36928618356662
2,15,2,13,95,1,84.14418435396945
1,8,2,12,93,0,78.35412670239913
1,3,4,9,107,0,88.21597269598325
2,7,4,11,109,1,84.97
1,18,3,10,98,5,80.27949985039146
3,11,8,2,116,2,78.24814049969429
3,11,7,12,103,3,87.43334838035622
2,17,2,12,95,1,87.91368167034106
1,6,3,1,91,3,80.73131823392126
1,8,10,1,99,3,84.01394714474645
3,1,9,8,89,2,89.9796482135833
2,10,5,10,98,3,80.3994598176697
1,19,2,10,121,3,81.08871523441992
2,3,3,10,91,2,90.69986824469228
1,4,8,2,89,3,85.01419709523327
3,11,4,13,122,6,88.58470827301001
3,15,2,9,88,1,85.41231548534549
2,1,2,9,105,0,90.23435907417618
3,9,6,2,96,0,86.55422179015491
1,11,8,3,99,2,82.18122728657924
3,19,7,2,99,2,85.40605865002178
2,13,4,6,100,3,90.6894008542546
2,16,2,15,100,0,83.19003283165918
2,4,9,7,100,1,90.00291870003413
1,1,4,12,106,0,83.61258541331902
1,20,9,6,90,1,82.70826543800474
1,13,5,3,89,2,88.94140383763596
1,1,7,12,86,2,80.89836280003793
1,5,5,15,89,2,91.975803546943
3,5,2,3,87,0,90.56289810634205
1,14,6,12,112,2,79.22727526387342
1,14,7,2,95,2,89.63748945124544
3,8,6,2,100,2,89.42942821425437
1,4,3,11,101,3,84.37663909359595
2,7,10,12,107,1,85.68371171431676
1,20,8,5,101,1,77.75444472531335
1,19,3,11,114,4,90.59312700948252
2,15,5,11,86,0,81.24263498139565
2,4,9,8,112,3,74.80697285606833
2,19,5,6,110,0,82.16313207814606
2,9,7,9,98,2,80.52676032971331
1,13,7,11,87,1,86.0558140201197
2,14,5,5,94,3,92.22625376198349
2,14,2,10,74,4,86.52833535679083
3,10,5,4,87,3,88.90199897878763
2,16,7,9,112,2,96.1729109476762
2,5,7,12,100,3,83.68127192612884
3,6,4,10,104,1,74.77539483907412
3,2,1,11,101,3,80.22077540089737
1,13,6,14,98,0,86.5296461589019
3,13,3,5,107,3,80.30978554115991
1,19,5,1,95,2,84.97
3,18,4,5,99,1,79.20113511137703
3,19,2,15,88,4,79.1778506941996
1,1,7,5,96,3,78.28885582918866
3,8,5,5,119,0,96.56687852955892
1,16,7,13,80,3,83.95382341582545
3,2,9,2,100,0,83.30202818316184
2,8,4,13,95,0,89.26519182838524
3,6,5,6,89,2,88.25034714137101
1,16,9,5,109,2,92.33886217781976
3,11,10,2,102,2,94.57581553821096
1,17,4,12,100,3,91.00876964237962
1,19,5,10,88,4,87.53094799532327
2,11,5,15,113,1,82.75973925891651
2,8,8,15,81,1,89.77070115763078
1,4,4,14,79,1,91.4521059286885
3,11,4,8,121,2,83.25267498493878
1,8,7,6,86,2,83.94438414764285
1,9,5,11,92,8,91.03869188297485
3,2,6,10,110,2,70.99659493427234
3,16,6,12,97,0,84.97
3,6,6,11,100,2,81.2954584037515
3,19,10,3,101,1,81.13969621002907
1,8,5,9,93,3,81.15274178783169
1,14,5,13,92,1,76.72782211112093
2,16,9,11,101,2,83.57315872393359
1,12,8,11,98,3,88.97232806316859
3,5,4,14,108,2,80.76597740330283
2,19,7,4,103,4,85.64297341223016
3,18,8,3,101,1,78.96035296373807
1,9,9,7,111,2,75.33424128904889
2,2,5,12,101,1,69.01268524731998
3,20,3,13,104,1,86.1872060726732
2,12,4,15,102,2,89.63974944830733
2,2,10,14,86,0,87.1321221361197
1,10,6,8,99,4,78.31796373156092
3,1,10,7,94,0,92.82447757011565
2,4,5,1,81,4,88.62046371643919
2,12,9,1,106,3,90.35373828816265
3,9,3,13,88,4,90.08816171718956
2,4,2,5,115,2,84.97
2,9,6,15,101,2,83.53578050463935
2,6,7,14,102,2,80.87860972651323
3,1,5,8,102,4,87.47695182789268
3,10,1,14,109,1,81.98436706304696
3,14,3,10,104,1,86.08603905036085
3,18,3,11,96,2,85.14794662156363
1,6,4,3,105,2,82.32919159045598
2,18,10,8,110,1,86.12636871689824
3,20,6,3,95,1,87.0161203292248
2,16,5,4,103,1,83.99579266900317
2,15,1,10,118,1,73.40993927051326
1,16,6,7,100,2,84.4684903467117
3,8,9,3,116,3,82.22645255125249
3,13,1,4,101,5,78.89379074814235
2,11,8,8,128,2,94.24372821102936
3,7,8,4,73,1,81.02091547043136
2,17,3,9,95,0,91.44472380681133
2,18,9,4,105,2,85.0510106574722
1,19,8,13,91,2,84.23669857497254
1,13,3,14,96,1,87.87747318873443
1,15,10,4,94,2,84.97
2,1,5,13,95,2,85.04416898664805
3,16,3,5,111,0,82.46474825729578
1,5,5,1,101,0,87.95922654985168
3,3,9,7,102,4,90.2210637103198
1,10,4,9,100,1,87.58456764279595
1,19,6,12,113,4,89.3790576568888
2,5,3,9,94,2,90.31436531229616
1,7,3,1,93,1,90.49640382219182
1,14,5,15,103,2,84.83854767526388
2,3,8,6,94,1,91.90763632920496
3,13,8,3,107,2,83.53454154169947
1,13,3,4,101,2,91.83205572182874
2,10,8,8,97,3,93.07165321478232
1,2,8,15,106,0,89.41640376496136
2,6,3,4,123,4,90.28649694406836
3,8,10,8,97,0,90.04384717250397
3,4,10,4,103,3,85.44157186866178
2,12,2,9,106,1,87.9615268685063
2,15,10,6,96,3,84.97
2,8,2,1,92,3,80.0368768174434
3,7,9,13,98,1,91.48037857764196
1,14,7,10,114,2,73.07820265382026
3,19,6,2,125,5,82.26040191459506
2,14,7,7,91,5,85.77830613067785
2,13,8,10,114,3,84.70017116808256
3,1,1,7,96,1,90.14677730072228
2,19,8,3,109,0,77.34650181965198
3,1,3,1,98,1,87.9295760413903
2,4,3,8,97,0,80.82782465416794
1,10,6,13,90,4,89.6123398438959
1,3,4,13,99,0,79.36134539141054
2,20,4,10,93,4,86.88919328465688
3,9,4,14,87,3,91.98209932204904
1,3,10,11,99,5,81.54312292760828
3,6,9,15,87,2,84.9270084789635
2,6,8,11,95,1,84.41941120408123
3,12,3,10,104,2,83.22797477111745
1,1,1,15,102,3,84.56322268601528
3,16,1,7,103,0,77.17863272299007
3,5,1,10,102,1,87.49050279556022
2,9,4,8,111,2,83.69854802228117
2,10,6,1,100,3,84.30895190766739
2,13,4,14,95,2,89.51833400040495
1,15,3,3,103,4,81.86765422596633
1,12,8,13,106,6,85.29327955712854
2,5,8,2,89,1,72.47900676021905
2,5,6,1,104,3,95.21757264346483
1,18,9,5,110,3,91.52132381622144
1,12,10,3,100,2,83.28746920400748
1,3,1,10,94,1,94.54952669409
1,7,8,15,100,3,87.09063379633385
2,17,6,8,109,0,74.08543844251827
1,19,1,6,107,2,80.92571211248129
2,18,4,10,94,3,87.69757066624348
3,1,5,14,87,2,82.42013392280649
3,5,7,9,111,0,82.50342643468997
1,2,8,9,98,1,87.07090294671451
3,1,9,11,105,1,89.74062845093782
3,7,6,6,96,4,81.1363876138543
3,11,10,2,86,1,94.73136881364104
1,11,9,9,91,2,84.24488878368713
1,18,4,2,95,5,84.81942317883167
3,17,8,3,94,3,84.48266015202226
2,2,3,6,100,0,78.65672679333638
3,7,4,2,107,3,81.39615338688108
1,7,10,5,107,1,77.65120022013443
1,10,4,2,117,0,78.21604383143799
1,3,6,12,104,2,79.87305648915641
3,12,9,4,84,1,82.99550158717952
2,3,6,15,97,2,80.5612603596461
1,11,1,11,91,2,82.40401431343496
1,12,5,11,111,3,85.48038953912369
3,4,9,3,117,3,81.14879862983906
2,16,5,5,103,2,84.75558182565989
3,20,6,6,99,1,93.08553766217784
1,18,3,13,127,6,82.20535138634413
2,4,8,7,117,0,83.50734520105117
2,6,10,10,84,1,86.82313317918003
1,15,4,8,103,1,89.73792956872855
2,1,4,9,98,1,82.66132280495961
2,3,5,14,90,3,80.9887708972778
3,5,10,4,98,1,88.45981663439879
1,17,9,4,92,2,88.76531037661883
1,14,8,7,103,1,81.64122803791768
1,9,7,12,99,2,86.35302273073043
1,3,5,15,96,3,91.09088087230649
1,13,9,10,100,6,92.99523446627263
2,3,9,10,116,0,90.85760258952594
3,11,10,11,102,1,86.99434767912872
1,2,10,9,120,1,83.08904215954715
3,15,2,11,100,2,83.6825366968574
3,13,4,2,107,1,84.36037552843483
2,19,8,13,101,1,85.39962954576754
1,16,1,11,110,2,88.91593343711693
2,18,5,6,104,4,83.65694210243977
1,7,8,10,119,2,83.61574940203184
2,13,2,10,126,0,88.87985840024467
3,4,2,8,94,3,78.70351356357652
1,9,8,13,93,0,87.17955467084784
3,10,10,5,114,4,85.28135702246591
3,9,9,5,94,2,84.97
2,7,7,8,106,5,80.7386952683251
1,15,8,1,108,2,83.10812218901289
3,8,5,6,105,5,87.37186792286978
2,19,1,10,123,3,85.02850634354802
1,11,4,13,123,6,89.40729224465454
1,5,2,9,89,4,88.9941848683838
3,2,3,12,113,1,79.09676282702098
1,10,3,6,97,2,74.0140606632462
3,16,9,15,104,3,85.71108984117967
1,13,10,7,97,3,83.32774172023666
2,8,4,4,109,1,83.86633226464754
3,9,2,12,104,1,84.91448743834127
3,11,3,10,97,1,81.03150797607917
1,11,3,1,90,3,85.98510893830488
1,16,7,9,108,3,86.44092363834326
3,10,8,12,115,3,82.37635505024112
1,12,6,6,109,2,86.39356841110059
2,6,4,3,113,2,79.38102400337628
1,12,6,4,74,2,83.42259132925709
2,10,1,10,89,1,83.29670264649259
2,18,10,12,99,1,91.9583467354658
2,18,8,6,117,3,86.26075462566673
2,4,1,6,93,3,90.49216481943895
2,9,5,12,97,2,85.12590235135981
1,7,2,9,102,1,81.87498246670529
2,18,6,4,104,1,84.2836869245355
1,8,9,5,93,0,80.5103274106898
2,11,5,5,92,0,84.07071714427221
3,7,4,3,106,4,91.60833301557612
2,9,2,2,104,1,88.22622739843044
3,8,3,8,115,1,88.16630662714321
2,3,6,10,92,6,88.97081796537643
2,17,8,15,106,0,84.54071250645922
2,2,8,9,95,1,84.89085633891027
3,15,5,10,103,4,84.4542023951235
3,14,5,11,111,0,88.86211556162476
2,18,10,13,90,3,84.0066145914989
1,16,3,9,120,1,79.84226766992613
2,20,7,14,102,2,84.97
3,4,6,5,112,1,96.79798148924468
2,20,1,11,98,3,89.88815358099163
3,6,4,9,118,3,82.16861975371232
3,6,6,4,108,3,75.46216209031883
3,11,6,2,105,2,87.59106344273947
2,17,3,3,103,2,88.63714275984769
3,3,6,1,125,1,91.65764732588092
3,13,10,5,78,4,85.36509678442897
2,3,6,1,95,0,83.72403997626009
3,16,9,12,88,2,89.56994408999661
2,15,9,11,95,1,88.78798187091013
3,11,2,1,101,1,89.28652537884861
1,18,4,14,94,2,78.80915744140177
1,15,9,11,113,2,91.43148964735698
3,5,4,11,116,6,86.13919563232302
1,16,8,13,109,2,84.52808628791301
2,16,10,7,95,1,82.58617189631647
1,17,3,2,91,3,91.32296445853046
3,9,3,15,91,3,78.48951906922032
3,3,9,8,83,2,75.92025781500155
2,20,10,6,107,2,77.99825371813621
3,13,8,4,83,2,90.60652063968142
2,3,1,9,85,3,82.85711585652598
1,7,10,15,105,3,72.55569952175155
1,6,2,10,96,1,82.94070460421855
2,9,3,8,99,2,90.744181429656
2,12,2,13,87,0,79.01123596404493
3,15,3,10,106,3,85.9135503328601
1,20,8,3,77,3,80.45715175301558
2,3,6,3,99,0,94.77166128263956
1,10,7,4,120,2,82.06360705428806
2,1,10,14,93,5,78.04691881044532
1,19,10,9,104,1,85.70117615602359
3,19,6,9,101,5,82.98945167420662
1,13,1,5,93,0,81.18462702898837
1,12,3,12,113,2,88.1730611469153
1,1,1,9,90,2,84.72678360998253
1,19,10,6,85,0,81.79756705733236
1,16,9,8,106,3,81.26395097816068
3,15,9,11,85,2,80.16690217799312
2,16,5,8,92,4,84.7330560299706
1,11,4,12,93,4,83.83662106096925
3,6,9,10,101,3,82.52658671022516
1,11,9,15,87,2,83.86868312582646
1,3,3,7,91,1,79.49305041154999
2,15,5,4,95,2,86.02237934760753
1,1,3,4,100,1,80.42092992533725
3,7,10,6,101,1,97.93612953443989
3,1,2,14,108,2,83.96996290099501
2,17,1,9,73,3,83.59805744353488
1,9,10,7,118,5,88.630809381073
3,13,2,5,88,1,87.59120461688433
1,11,8,5,88,1,76.91598771029318
1,20,8,8,104,2,88.95017356077511
1,6,3,6,93,2,80.48650673902468
2,1,7,1,98,4,82.64479439656617
1,7,7,1,101,3,81.63550133224821
3,12,2,9,86,1,84.03166719118197
1,20,9,8,118,1,90.51823983862656
3,19,3,6,85,2,80.4121960448256
1,17,2,13,90,3,82.10133024363486
3,4,3,1,121,3,84.5664558678226
3,3,2,14,94,2,87.16540594881123
1,1,8,2,108,0,86.46198371695003
1,18,5,10,69,1,84.6804737726943
3,15,3,3,95,2,80.86254855296265
2,8,5,10,86,1,85.48502904027406
1,1,8,12,89,3,94.90479786660497
2,20,7,3,93,1,81.37396079740614
1,14,6,2,98,0,90.79971366054016
1,4,1,12,118,3,86.17977470396887
1,5,10,2,123,2,87.16973644888361
1,13,1,6,93,4,83.67152694530394
2,15,1,7,96,0,76.12187224171724
1,6,10,4,106,3,88.81921028935547
3,1,8,1,89,1,77.46956642835872
3,19,8,6,102,1,85.82146422038831
2,13,7,7,90,1,79.96444766360634
1,6,6,4,95,1,91.14353516747322
3,15,4,6,102,2,81.8518677930114
2,16,1,9,103,2,86.05330039534
1,16,9,4,94,1,76.34453159149817
3,10,1,12,99,1,78.2892692222061
3,9,4,15,116,2,80.55120856665769
2,9,3,14,99,5,86.08383222718263
1,17,7,10,100,3,88.94576769779535
1,17,5,4,120,1,83.27738641303047
3,17,5,10,94,1,77.9400917563556
3,12,4,12,100,2,82.24923701716772
3,13,1,5,96,3,85.89956863476377
1,12,5,3,100,1,89.31374518108146
2,14,4,10,86,1,88.32018686648418
2,10,10,2,79,0,84.36601784414152
1,19,8,15,104,1,90.24386677985288
2,2,2,9,87,2,91.12937595663924
3,4,8,13,98,1,88.286752034178
2,19,1,1,94,2,75.51338511500552
2,7,4,5,95,2,73.0514407618033
2,15,3,5,113,3,81.39737564033217
3,15,5,8,101,1,78.42053843770528
1,6,5,6,93,0,94.09357281388822
3,3,5,6,114,1,85.91902098352989
1,6,4,6,109,1,81.44758330824314
1,16,8,4,91,3,87.71769598760277
1,2,3,15,94,1,76.87615008717822
2,7,4,1,96,1,90.72868640269051
2,11,1,3,80,2,91.49031920081052
1,7,7,13,98,1,82.29477376828419
1,4,1,13,120,1,84.27211404722115
2,20,2,15,112,1,82.12113349075207
3,7,7,10,97,1,86.55773282327701
1,4,1,12,92,1,82.69000376108126
3,12,3,11,111,3,85.69217515312826
2,5,6,6,100,4,86.15588911979906
1,19,6,5,93,1,78.49378479906824
3,5,6,10,114,6,93.38628028670476
3,19,2,1,82,1,89.74264168943076
3,3,2,5,98,3,84.97
2,11,6,2,99,1,80.1470500952009
2,7,10,1,97,1,86.17849312500613
3,17,5,4,112,2,91.0837496498879
3,9,7,6,106,0,75.81282960458746
2,9,7,7,87,2,81.36844502557217
3,10,5,9,82,1,85.25544454828535
3,13,8,5,99,3,92.47192979919474
2,15,10,8,110,3,85.17051372988175
3,5,6,8,92,2,83.81737538726404
3,3,5,11,111,1,86.55078900157271
3,8,4,9,102,2,90.19681864429955
2,20,7,3,93,1,85.74401537202377
3,10,4,3,101,3,81.46704212575301
2,13,5,9,107,2,89.19866609357331
2,3,5,7,100,1,89.39897252493104
1,8,1,15,93,1,93.0653127953411
1,9,1,4,96,2,86.32563924329943
3,12,3,15,102,3,83.28922047761507
2,11,3,1,86,1,82.25873907290332
1,2,2,7,86,1,81.67121659749228
3,18,2,10,92,5,78.99642015067309
1,9,6,6,119,3,84.97
1,2,1,3,100,1,96.3054594567935
2,2,6,14,97,4,97.3759560455602
2,3,5,5,130,5,78.60795897509522
1,16,6,3,82,4,87.20382592556243
1,19,5,8,103,2,84.52970908088368
2,4,7,5,97,0,83.5345681833015
3,18,1,10,110,1,86.41581316960857
2,20,3,10,112,3,93.61393098887356
1,18,6,6,107,3,88.73792671074303
3,10,1,2,104,2,88.94695415200864
1,11,7,8,83,3,78.70677821616766
3,17,4,9,98,3,87.23802345554732
1,20,3,3,92,1,84.80223320853153
3,16,10,13,108,0,91.51509344999972
3,20,9,15,106,2,79.45651230498362
1,13,1,6,98,0,78.15151793492039
3,2,8,6,93,0,88.49969261476579
2,2,1,2,98,1,89.94388234133581
1,14,5,10,93,2,87.1207886787394
2,4,10,8,91,2,94.39336124817264
1,17,8,5,87,2,80.89004889965723
3,13,6,11,96,3,83.42733836672502
3,4,7,11,98,2,75.80089358646178
3,3,8,8,96,0,82.42059424403793
1,12,6,14,73,4,81.88923514057362
2,8,6,13,118,3,86.57745311173483
2,2,6,14,94,1,87.95834966429183
1,6,5,8,85,2,83.46982745906641
1,10,8,15,89,0,90.66553741789257
2,12,2,12,92,1,85.25155339023883
2,10,7,3,95,3,99.38790839246153
2,10,4,5,97,4,83.99677403121377
2,3,1,7,110,3,89.49071996695845
1,20,5,5,107,0,76.66468787783788
1,10,3,6,96,3,93.45195845185296
3,9,4,2,98,5,83.58158266996979
2,20,7,8,94,2,93.82152190291588
3,19,5,5,98,3,83.20160589303337
1,14,4,6,100,1,83.1201932947115
1,2,1,1,98,3,87.44816722019154
3,5,6,10,114,4,85.91870890783386
2,20,10,2,102,1,77.00279425248792
2,8,6,11,95,5,74.64873569369112
2,7,7,4,94,1,89.17021930579719
2,6,1,11,101,2,87.1808443872023
3,11,4,9,99,3,88.13904778069333
3,12,9,6,99,1,89.44169391576193
1,18,10,8,107,4,81.34837597720892
2,19,6,2,96,0,82.32122994072269
2,10,2,10,99,1,78.21059430386204
2,14,4,15,98,3,83.50177296902172
3,3,6,5,122,1,89.41849718850501
2,18,4,12,103,4,84.97
3,15,10,12,107,2,85.03771650220494
2,6,7,13,91,4,87.4721669583393
2,10,3,1,97,0,80.25109256444091
1,12,6,4,96,1,82.34359079553703
2,7,4,10,105,2,89.14254545920797
2,17,3,1,94,1,77.60190719530186
1,1,3,11,114,1,84.93215616194193
3,18,2,11,105,0,88.40165165275
3,15,3,9,93,0,86.90278794641009
2,19,10,2,98,0,87.4633808735125
3,1,1,7,87,2,83.15227454656991
2,5,3,3,99,1,81.00212230941109
1,15,9,14,118,2,87.78286792299235
1,3,4,2,95,2,86.93105757714899
2,1,3,13,83,4,87.91533201306807
1,8,8,4,96,3,78.42737009821431
1,12,1,7,106,4,79.44295187044686
2,19,5,7,126,2,82.20599681222616
2,12,1,9,111,3,83.31585056038676
1,13,7,12,94,4,86.72592674196237
3,1,5,13,86,2,80.46706607388423
3,19,2,3,106,1,84.55939941746011
2,6,1,7,107,2,88.9193238472931
2,8,7,6,91,0,84.4917178111046
3,4,1,10,99,2,89.87249480771817
1,5,3,7,92,3,84.34931092496942
3,7,6,7,115,3,88.19989380890483
3,4,6,10,105,1,96.10347677436832
3,20,7,5,85,0,91.70903403461836
3,4,1,9,111,2,76.07067577258212
2,15,7,7,113,2,89.48818888342062
2,5,2,7,97,8,90.09157848518149
1,9,6,12,108,2,90.22030019414908
1,2,8,14,113,1,78.92914100315951
1,7,5,3,104,1,87.32081840815835
1,17,10,1,104,0,81.64782967717537
3,16,3,14,96,1,83.6943118212981
2,17,8,14,94,1,87.7805730405685
2,20,8,5,117,1,79.5650557678448
1,2,4,8,106,1,86.98395841521562
1,11,8,5,101,2,80.43806229290335
3,2,5,10,110,2,73.34493931373825
3,1,5,3,86,3,90.66114415042752
1,2,3,9,94,2,82.79574504884815
2,9,7,2,91,0,84.38246661384102
2,2,9,15,87,3,98.35620791505468
2,15,9,3,101,2,88.50417061148222
1,10,1,12,102,4,89.7530655920555
2,15,1,4,99,3,85.21838941432618
3,10,10,10,111,0,80.16399174968292
3,17,5,1,118,2,87.72640638186932
1,9,1,11,95,2,90.88502631437346
3,18,4,4,101,3,87.91028529396327
1,4,1,4,91,0,93.44569585582558
2,9,2,9,110,3,85.13293215334402
2,16,2,8,119,3,88.9324070706082
2,4,4,2,87,1,90.05372187246702
3,16,8,13,104,0,85.8494769055421
1,19,2,7,95,1,79.46465120015722
2,1,9,6,112,1,95.17760677919853
1,6,9,7,94,3,84.97
2,10,2,11,113,1,85.38432784304369
3,16,1,4,98,0,83.64847558364099
3,4,10,14,122,3,83.28130299205391
1,13,10,14,102,4,88.447425305311
3,16,9,5,111,1,78.74966643882085
3,20,2,6,102,2,77.1226516252422
1,6,8,9,97,2,85.98372191900796
2,11,3,2,115,5,87.27496455965463
3,3,1,11,99,2,80.84369438289045
1,20,1,9,105,2,80.55900243686168
3,10,10,10,101,2,82.15359785358912
3,1,2,1,99,3,93.35364478118652
3,20,7,4,108,3,87.85043318170834
3,11,6,12,113,0,79.15393450930499
1,12,2,5,103,2,83.37566691475946
1,14,4,9,99,2,80.90711270144705
1,8,2,15,107,1,73.17007510276223
3,11,1,6,113,1,85.43194079870435
3,4,3,4,99,3,90.19397430528096
3,7,4,2,95,3,85.62227327916538
1,10,10,5,95,1,78.17365037288526
3,19,5,8,109,2,91.42784187801983
2,4,5,8,111,0,79.85462956902384
3,2,7,6,112,2,85.27858216881867
2,18,10,11,88,1,78.07815815157349
3,14,8,1,95,2,95.87256379288164
1,16,9,15,95,4,86.02242560999366
3,11,7,8,91,1,79.9558116730579
2,10,5,4,126,2,86.10625382856446
2,17,9,15,116,2,83.20033418797243
3,14,8,14,102,4,94.46216378557446
2,4,10,2,102,3,83.02372280077105
2,19,9,1,110,2,78.81715538002966
1,2,10,7,117,2,80.5468653202295
3,7,8,2,84,2,74.7152861642061
3,9,6,13,94,1,85.06069959947818
3,19,4,4,90,4,82.78893838504364
2,16,9,4,114,2,85.87853414071537
3,16,9,13,90,2,86.77500697966101
3,18,10,10,91,3,79.94820068982692
1,11,10,15,96,3,81.6507969216118
1,7,9,1,102,2,95.36144793132434
1,9,10,2,99,1,79.185089317326
2,4,3,1,100,1,93.15065838547751
3,13,3,6,93,3,88.81199361030971
1,4,6,13,102,3,100.52057465222828
1,19,6,3,101,2,89.9079405698789
1,2,6,1,94,2,85.38084136125032
3,9,5,12,107,2,87.71093881779757
3,12,5,8,108,1,87.65993833712358
3,2,2,14,103,2,89.605192301439
2,6,7,12,94,3,82.59620168880406
2,5,4,14,96,2,78.335183782655
1,5,3,4,106,0,76.91871846892572
3,20,8,10,94,3,79.189899201331
1,5,4,7,88,1,91.23912597156291
3,4,4,10,104,2,83.75135809224653
3,9,8,2,112,3,92.12950140519962
3,10,1,15,113,3,78.68623561560268
2,16,9,6,107,1,87.95633504656277
2,10,7,6,115,0,80.66427773184839
3,10,2,7,102,3,91.07745578696012
1,19,6,12,107,3,83.07097451051239
3,10,8,1,107,1,89.94797149228002
3,6,5,14,115,1,81.24292775418338
1,17,6,12,101,0,81.27600537916148
3,5,10,1,110,0,95.00040483735972
1,6,8,15,104,2,93.55653860571547
2,15,6,2,111,3,78.12288431950437
2,19,9,14,78,1,80.18340802526485
1,18,9,11,107,2,80.59189553320718
2,4,9,2,100,2,76.05221452463377
2,8,6,5,92,5,74.30813835186105
1,16,9,1,110,3,94.07566036393344
2,19,3,11,102,2,90.83968789317916
3,20,5,2,90,2,76.41478686831138
3,3,2,6,90,2,75.06360104224214
1,10,8,3,113,2,92.42532055299156
2,2,4,4,115,2,89.46286254353416
3,4,6,1,100,0,88.21706365960752
3,6,6,5,92,1,90.13405705482936
2,11,5,4,108,1,86.31255293351045
2,14,1,8,109,1,83.46287088912129
3,16,7,3,86,2,73.14743932476442
3,19,10,10,111,1,83.06503798983333
1,2,8,1,91,3,83.89100385308403
1,17,1,14,88,1,85.65449061662885
3,9,10,13,96,1,86.03238207095161
1,17,7,10,93,1,94.38685653199455
3,15,4,5,102,2,94.15598083012136
3,7,6,14,77,2,80.57819666931634
1,19,9,15,99,3,80.93728423027845
1,3,5,1,100,5,84.97
2,1,8,11,119,1,97.61310632959336
2,4,5,5,104,1,82.7231901498037
2,18,2,9,95,4,78.74214509005657
3,8,4,5,98,3,88.43616922346378
1,19,2,2,93,1,83.62604479026928
3,6,7,13,90,1,85.8878879076772
1,1,7,15,81,3,82.37913028746311
3,8,3,2,112,2,84.62622314342373
2,1,7,10,101,1,88.97397089702875
2,19,1,9,104,1,84.85063586149313
2,11,1,12,96,2,85.67633121211362
3,15,9,14,89,2,84.52473898213158
1,11,6,5,102,3,80.06926387838573
1,19,5,11,119,3,85.05344201396123
2,10,6,8,85,1,83.27958744396031
2,12,6,10,81,2,92.44493879063218
2,1,1,4,101,2,96.93116122555456
2,7,5,2,90,1,82.82588448112061
1,17,9,4,98,1,84.97
3,10,4,12,107,1,90.95235585493484
3,6,3,11,93,2,81.70562448365517
3,17,1,4,96,3,87.44766454728328
3,18,2,11,101,5,85.16741163042154
2,5,3,9,82,2,82.07282811790162
2,18,4,10,99,2,91.5371272839872
2,17,7,11,103,1,82.48953273899892
3,16,6,6,108,2,82.36149094828735
2,8,8,15,106,2,73.67094270247662
2,13,9,10,120,2,86.87791150205041
1,16,6,15,83,1,82.42297882809308
1,11,7,6,92,1,80.37666924848332
2,6,4,5,102,3,76.08743347304933
1,3,2,6,107,2,84.97
1,1,9,1,112,4,87.14728929012745
2,18,9,13,87,2,78.47933044444493
2,5,4,5,99,1,85.99126466306798
2,13,3,12,110,1,75.01117711605565
2,10,10,6,91,1,94.12929137447692
3,5,6,8,105,0,83.6596750981118
3,14,3,4,111,1,87.32763806840711
2,17,1,14,101,2,86.52918878419973
1,1,4,5,107,1,91.9222534382218
2,2,1,4,106,1,84.5332269098744
2,7,2,7,121,4,84.97
1,10,3,10,116,2,87.00399216374613
3,20,8,6,94,6,91.74026568284808
2,7,10,14,103,0,90.95022320195916
